epochs,loss,forward_loss,seed accuracy,seed precision,seed recall,accuracy,precision,recall,accuracy_rec,precision_rec,recall_rec,time
99,-85.30484199523926,2.2638826817274094,0.6682967959527825,0.15540540540540543,0.5262711864406779,0.6950252951096121,0.4865098392531737,0.807438115837539,0.9832236842105263,0.38788200339558576,0.41304557511454065,42.836182400000325
100,-85.4585075378418,2.205463796854019,0.6686340640809443,0.15590602977764462,0.5279661016949153,0.7039629005059023,0.49573313022071996,0.8221248968671648,0.9842105263157894,0.42105263157894735,0.4457516339869281,43.05352949999997
101,-85.49215316772461,2.2619646787643433,0.6691399662731872,0.15510222136841148,0.5228813559322034,0.6965430016863406,0.4880493474172995,0.8072546218529615,0.9832236842105263,0.3844519015659955,0.39820096533567356,42.91548370000055
102,-85.66224098205566,2.177022248506546,0.6737774030354131,0.16244120126916506,0.5483050847457627,0.7103709949409781,0.5023827961712849,0.829664020725883,0.9841165413533834,0.41553668447244674,0.42712804436942364,43.36511059999975
103,-85.76132774353027,2.1580880135297775,0.6720910623946037,0.15924522980864553,0.5364406779661017,0.7124789207419899,0.5045271184542611,0.8335444120139851,0.9838345864661654,0.40604026845637586,0.4204730229120473,43.94314959999974
104,-85.76498508453369,2.2300568968057632,0.6690556492411468,0.15454330286844348,0.5203389830508475,0.7021079258010119,0.49378798596792584,0.8156771329359771,0.9836466165413533,0.3993288590604027,0.4140701071080818,44.77178139999978
105,-85.92174053192139,2.144315615296364,0.6756323777403035,0.16231447414590905,0.5432203389830508,0.7140809443507589,0.5061151437727991,0.8320027947038071,0.9843984962406015,0.4261744966442953,0.4410144927536232,43.20020260000001
106,-85.89142322540283,2.2414925694465637,0.6736930860033726,0.1570604235578023,0.5220338983050847,0.6958684654300169,0.48711064974734364,0.798382340263938,0.9840225563909775,0.41174564975934835,0.42008513931888547,43.27325660000042
107,-86.07744216918945,2.118022069334984,0.6750421585160202,0.15858018386108275,0.5262711864406779,0.721079258010118,0.5135847343821506,0.838644441103914,0.9833176691729323,0.38570496691827416,0.3946370399183157,41.93569259999913
108,-86.15665435791016,2.0976803451776505,0.678752107925801,0.16505387505968816,0.5491525423728814,0.7230185497470489,0.5156281711363281,0.8431373432454757,0.9840695488721805,0.4132573319849223,0.4239315408178149,42.73375589999978
109,-86.10862731933594,2.20065675675869,0.6766441821247892,0.16074551331988465,0.5330508474576271,0.7035413153456997,0.4952279957582184,0.8094084769445737,0.9838815789473684,0.4080089485458613,0.42436386461300757,44.19140430000061
110,-86.23161792755127,2.1293122321367264,0.6792580101180439,0.16255690460137406,0.535593220338983,0.7155986509274874,0.5079325278171651,0.8265496422361642,0.9841635338345864,0.41803131991051456,0.4355633973026538,43.52664789999926
111,-86.26046180725098,2.1484799683094025,0.6790050590219224,0.15997782716986553,0.5237288135593221,0.711973018549747,0.5040788953851856,0.8161576548688073,0.9841635338345864,0.4180536912751678,0.4340277777777778,43.34733520000009
112,-86.36474609375,2.0891637355089188,0.6879426644182125,0.17081519010825913,0.5542372881355933,0.7211635750421586,0.5138879277954875,0.8293237901933554,0.9843984962406015,0.42666666666666664,0.444880174291939,43.75877899999978
113,-86.34558200836182,2.1502793580293655,0.6877740303541315,0.16671008355027817,0.5347457627118644,0.7113827993254638,0.5034642107825946,0.8044692008923556,0.9844454887218045,0.4290911467410248,0.4520123839009288,42.30797210000037
114,-86.40915393829346,2.1256444603204727,0.68929173693086,0.16926293223910022,0.5432203389830509,0.7166947723440135,0.5092491838955386,0.8123422712933754,0.9844924812030075,0.43137254901960786,0.4589732338745064,42.32747860000018
115,-86.39805316925049,2.172923982143402,0.6868465430016863,0.16622196313568732,0.5347457627118644,0.705733558178752,0.4974785176337879,0.792767451891319,0.9842575187969924,0.42330871742636444,0.45018414421399494,43.43515269999989
116,-86.53298377990723,2.0716379582881927,0.6919898819561552,0.17451886034200825,0.561864406779661,0.7220910623946037,0.5150144717800289,0.8223626945772033,0.9843984962406015,0.4285714285714286,0.4574303405572755,43.198748499999965
117,-86.58571720123291,2.050148919224739,0.6881956155143338,0.16710767699139792,0.535593220338983,0.7278246205733558,0.521270617707166,0.8290416039286755,0.9841635338345864,0.420337832102538,0.4497914110429448,42.879975799999556
118,-86.54476165771484,2.120181769132614,0.6917369308600337,0.17249046009083174,0.5525423728813559,0.7162731871838112,0.5088156909562318,0.8067539941706698,0.9843515037593985,0.42577988846287906,0.44786592717627205,42.92104769999969
119,-86.62474155426025,2.067122161388397,0.6881956155143338,0.16902431034983187,0.5449152542372881,0.7241146711635751,0.5172892567130369,0.8225676152446015,0.9837875939849624,0.4041583529838564,0.4164443366480718,42.05307830000038
120,-86.57171249389648,2.1448996663093567,0.6884485666104553,0.16812612457991072,0.5398305084745763,0.7104553119730186,0.5025194339832681,0.8012825561681507,0.9834586466165414,0.3926174496644295,0.40652173913043477,42.18701820000024
121,-86.66571617126465,2.0739084482192993,0.6913996627318718,0.171784012705135,0.55,0.722849915682968,0.5159243183349077,0.8190870232741952,0.9843045112781954,0.4228187919463087,0.43752114854739693,42.72254249999969
122,-86.7184066772461,2.042321339249611,0.6922428330522765,0.17310746426680784,0.5542372881355933,0.7295952782462057,0.5232617935869157,0.828853298792378,0.9840695488721805,0.4163011695906432,0.4409722222222222,42.921183700000256
123,-86.65242671966553,2.1276845782995224,0.6929173693086004,0.1726071391486926,0.55,0.7118887015177066,0.5041584250439212,0.7971604849365861,0.9834116541353384,0.39625183733463987,0.4305010893246187,42.75205459999961
124,-86.7613172531128,2.036745995283127,0.6940134907251265,0.17232533626635504,0.5457627118644068,0.7318718381112985,0.5258080273877481,0.8276361246160691,0.9829417293233083,0.38024661113833086,0.4131884057971015,42.47763480000049
125,-86.70363426208496,2.110920697450638,0.6956998313659359,0.17202773825088696,0.5398305084745763,0.7137436762225969,0.5061016526968277,0.7929917831128988,0.9839285714285715,0.41220746363061356,0.44139494501254095,42.36625749999985
126,-86.82452201843262,2.0051509141921997,0.7005902192242833,0.17863884332986496,0.5584745762711865,0.7354974704890387,0.5301351295678326,0.8268643702616447,0.9839755639097745,0.4136957813428402,0.4409693754521341,42.32990570000038
127,-86.77963733673096,2.0639900118112564,0.7006745362563238,0.17798755847931194,0.5550847457627118,0.7186340640809443,0.5115936222165169,0.7963695140124021,0.9843984962406015,0.4275635198891919,0.45131420303834097,42.7383678999995
128,-86.89380168914795,1.9623081386089325,0.701602023608769,0.17886779809767783,0.5567796610169491,0.7408094435075885,0.5360612345309941,0.8323442200968869,0.9843984962406015,0.4276315789473685,0.45110455841833036,43.05929699999979
129,-86.78693771362305,2.0809875428676605,0.6946880269814503,0.1698750872855468,0.5322033898305085,0.7181281618887014,0.5111020340801254,0.7949982123980537,0.9835526315789473,0.3987525632262474,0.42483660130718953,44.04700199999934
130,-86.80485248565674,2.0736827701330185,0.6962057335581788,0.1723047423049706,0.5398305084745763,0.7194772344013491,0.5124491342115265,0.8000385064618024,0.9843515037593985,0.42770885028949546,0.4618055555555556,44.552212900000086
131,-86.89979553222656,1.988416239619255,0.7046374367622259,0.18411639125914697,0.573728813559322,0.7360876897133222,0.5308164384467635,0.827428078452878,0.9841165413533834,0.41840396445659606,0.44562899786780386,42.686544799999865
132,-86.90326690673828,1.993805319070816,0.703035413153457,0.18039770992025245,0.5601694915254237,0.7354131534569983,0.5301331715324795,0.8235310024066412,0.9838345864661654,0.40874914559125086,0.4336405529953917,44.07990549999977
133,-86.90581798553467,1.9992411136627197,0.7069983136593592,0.1834431002111323,0.5635593220338984,0.7338111298482294,0.528506743268903,0.8163763066202091,0.9839755639097745,0.4112310623242311,0.4233981941963208,45.73613650000061
134,-86.9791316986084,1.9332551211118698,0.7081787521079258,0.1813415753775435,0.55,0.7441821247892074,0.5402670674408205,0.8280728971211065,0.9840695488721805,0.41182950191570883,0.4146270396270396,43.46719479999956
135,-86.90244674682617,2.0166604965925217,0.7104553119730186,0.18413677130044842,0.5567796610169491,0.7296795952782462,0.5242976461655278,0.7968263046564028,0.9841165413533834,0.4131944444444444,0.413768115942029,44.51318309999988
136,-86.98604583740234,1.9390980899333954,0.7090219224283305,0.1813080584370122,0.547457627118644,0.7459527824620573,0.5425959436622968,0.8255137106152952,0.9839285714285715,0.4047264791945643,0.398695652173913,44.882764099999804
137,-86.92181587219238,2.00877845287323,0.7032883642495784,0.17286822845725502,0.523728813559322,0.7293423271500843,0.5238959595715189,0.7986472718279304,0.9838345864661655,0.4019464006259781,0.3997202392436813,41.763300999999956
138,-86.97369575500488,1.9619239121675491,0.7071669477234401,0.18124782816772173,0.5525423728813559,0.7357504215851602,0.5309656247286223,0.8110651077548727,0.9841165413533834,0.41526274939506,0.42612175600291047,42.53986270000041
139,-87.0069408416748,1.9330769777297974,0.7095278246205734,0.18427633538329724,0.5601694915254237,0.745699831365936,0.542013590059172,0.8233744954266329,0.9841165413533834,0.4166666666666667,0.4355072463768116,45.661358700000164
140,-87.00839519500732,1.9358401000499725,0.7075042158516021,0.18039221007372694,0.547457627118644,0.7453625632377741,0.5423696319018405,0.8170864308778254,0.9841635338345864,0.41751315073462725,0.43063862627821725,43.09110830000009
141,-87.02142238616943,1.9264699518680573,0.7099494097807757,0.18418789839266592,0.5584745762711865,0.7446037099494098,0.5415817905261274,0.8151875227612693,0.9847744360902255,0.4383561643835616,0.4448204186203896,42.02360159999989
142,-87.00047492980957,1.9505608826875687,0.7138279932546374,0.1895675740967221,0.5728813559322035,0.7412310286677909,0.537751121954158,0.8086523898400876,0.9844924812030076,0.42712804436942364,0.4279257504713105,44.277521799999704
143,-87.01710224151611,1.9369485974311829,0.7101180438448567,0.18125199270510517,0.5440677966101695,0.7449409780775716,0.5420694921272067,0.8140707376950216,0.9841635338345864,0.4135114885114885,0.406280146633224,42.536737899999935
144,-87.0651912689209,1.8917028605937958,0.718381112984823,0.19474208279847904,0.5838983050847457,0.7516863406408094,0.5498681332818731,0.8226155953387336,0.9846334586466166,0.43102587154130456,0.424210118239969,42.73323760000039
145,-87.05562591552734,1.9035623222589493,0.7135750421585161,0.18337981570658213,0.5440677966101695,0.7513490725126475,0.5498106961916032,0.818946299216808,0.9839755639097745,0.40493319630010277,0.3920289855072464,43.82167589999972
146,-87.05845355987549,1.9029172509908676,0.7156829679595278,0.18667571101667213,0.5533898305084746,0.7488195615514335,0.5468798656859455,0.8126445922498554,0.9840695488721805,0.40722521950703483,0.3898042256251212,42.45914079999966
147,-87.02542781829834,1.9378915429115295,0.7134064080944351,0.18183353894234722,0.5372881355932204,0.7418212478920743,0.5388808539736523,0.7994332195940741,0.9840225563909775,0.4051094890510949,0.3862745098039216,42.24325919999956
148,-87.10076332092285,1.8641795217990875,0.7182967959527824,0.18924026760367657,0.5576271186440678,0.7596121416526138,0.5596372906205128,0.8283130035988407,0.9848214285714285,0.43692002919403605,0.421037296037296,43.66375630000039
149,-87.09813117980957,1.868445724248886,0.7172006745362562,0.18546682348906618,0.5432203389830509,0.7540472175379427,0.5532041657729797,0.8172895437950866,0.9842575187969924,0.41476250925632074,0.394157740993184,43.49996629999987
150,-87.09726333618164,1.8708151578903198,0.7209949409780776,0.1888289509481838,0.547457627118644,0.7542158516020236,0.5538350311775053,0.8132140862235312,0.9846804511278195,0.4302514193025142,0.4071895424836601,43.463349599999674
151,-87.14884281158447,1.8204306066036224,0.7236930860033727,0.19171760577213032,0.5525423728813559,0.7674536256323777,0.5705910413508963,0.8211887933396769,0.9847274436090225,0.42970737913486007,0.3923611111111111,42.35932869999942
152,-87.11084842681885,1.8595284968614578,0.7245362563237774,0.19063158997595878,0.5449152542372881,0.7584317032040473,0.5603152309358123,0.8011845370925181,0.9844454887218045,0.41695491412213737,0.375,42.836844600000404
153,-87.1019983291626,1.8693718314170837,0.725716694772344,0.19142647976403188,0.5449152542372881,0.754300168634064,0.5555356579934674,0.791269468005529,0.9844454887218046,0.41684555754323194,0.37453310696095077,42.481294199999866
154,-87.0783281326294,1.8939561396837234,0.725716694772344,0.19051649119803704,0.5406779661016949,0.7504215851602023,0.5509334415584415,0.7842072084134551,0.9841165413533834,0.4053030303030303,0.3713727004973203,42.47463239999979
155,-87.10546493530273,1.867605298757553,0.7295109612141653,0.19640438753787787,0.5559322033898305,0.7576728499156831,0.5599393443743603,0.7935834160932091,0.9841165413533834,0.4037812888336588,0.3645285748734025,42.83357809999961
156,-87.03579425811768,1.9380507618188858,0.7246205733558179,0.18772374444941653,0.5313559322033898,0.7395446880269815,0.5381403980868802,0.7601602289176004,0.9849624060150376,0.43846153846153846,0.39718967277677836,43.14910819999932
157,-87.13475227355957,1.8395382910966873,0.728752107925801,0.19605196320727364,0.5567796610169492,0.7561551433389545,0.5582582236251058,0.7890723664905002,0.9845864661654136,0.42366412213740456,0.38466407010710807,42.31921650000004
158,-87.11592674255371,1.8589210510253906,0.7236087689713322,0.18779715412314135,0.5347457627118644,0.7582630691399663,0.5606346336388986,0.7951044631368418,0.9844924812030076,0.41981351981351983,0.3819444444444444,42.4963843000005
159,-87.1153974533081,1.86014786362648,0.7241146711635751,0.18886531960794306,0.538135593220339,0.7539629005059022,0.5552899868860781,0.7892285263419284,0.9849624060150376,0.4398496240601504,0.40602794025233235,42.78688950000014
160,-87.20067501068115,1.7751772701740265,0.7323777403035413,0.20185431804385706,0.5720338983050848,0.7719224283305227,0.5772985663411258,0.8166069725888,0.9846804511278195,0.4259598364157968,0.3790947858112037,42.030524400000104
161,-87.09060668945312,1.885681375861168,0.7261382799325464,0.188553764775388,0.5305084745762711,0.7510118043844857,0.5520455417048462,0.7785904664343277,0.9850563909774437,0.4412805957394861,0.3925006028454304,43.58976859999984
162,-87.1426773071289,1.8340615183115005,0.7311973018549747,0.1981305775322177,0.5584745762711865,0.7591905564924115,0.5621451304388138,0.7917401921435754,0.9845394736842106,0.42095062022900764,0.3785641916341005,44.12510350000048
163,-87.1809196472168,1.795945167541504,0.7353288364249578,0.20307827674720158,0.5677966101694916,0.7717537942664419,0.577719533845066,0.8104997922468875,0.9839285714285715,0.39508324818176355,0.35391304347826086,42.02419049999935
164,-87.14417457580566,1.8329600989818573,0.7325463743676223,0.19615496292325563,0.5449152542372881,0.7618043844856661,0.5658745677842905,0.7910852007450158,0.9845864661654136,0.4180327868852459,0.3551806291632226,43.10199759999978
165,-87.15503215789795,1.8224237114191055,0.734991568296796,0.20048594209668036,0.5567796610169491,0.7631534569983136,0.5676075206567623,0.7919698946728315,0.9846334586466166,0.42160278745644597,0.3659544641562334,42.99359100000038
166,-87.18331813812256,1.7941414564847946,0.7354131534569983,0.20024277305781552,0.5542372881355933,0.7675379426644182,0.5731313497073576,0.7980654475842625,0.9846334586466166,0.4235359251968504,0.3756521739130435,43.447623699999895
167,-87.23636150360107,1.7413496226072311,0.7388701517706577,0.2038906334819864,0.5593220338983051,0.7777403035413153,0.5859855569409809,0.8135284338823681,0.9846334586466166,0.4247763864042934,0.3819444444444444,45.85858339999959
168,-87.14534282684326,1.8325909227132797,0.7376053962900506,0.19868995633187772,0.5398305084745763,0.7588532883642496,0.5631406694325336,0.7756063715561017,0.9841165413533834,0.40384615384615385,0.3659950114931286,43.95107670000016
169,-87.27583408355713,1.7022717744112015,0.7398819561551433,0.20262282682012953,0.55,0.7873524451939292,0.5986588115489053,0.823824432576769,0.9845394736842106,0.42241179872758816,0.38581130244967254,43.56236420000005
170,-87.2113561630249,1.7668799310922623,0.7416526138279933,0.20507189437925227,0.5550847457627119,0.7737774030354132,0.5832726838511336,0.7873533067792986,0.9845394736842106,0.42051235465116277,0.37352478363493313,43.30130160000044
171,-87.14767932891846,1.8305232375860214,0.7391231028667791,0.20038072384582056,0.5423728813559322,0.7618043844856661,0.5682078181220183,0.7662485445557436,0.9847274436090225,0.4292131532589548,0.38910675381263615,43.65240819999963
172,-87.21885204315186,1.7594808340072632,0.7416526138279933,0.20396597768717803,0.55,0.7748735244519394,0.5849367604204618,0.7890395200219198,0.9848684210526316,0.4346153846153846,0.39333009944215375,43.63629250000031
173,-87.17031955718994,1.808144673705101,0.745699831365936,0.21167169539294495,0.5711864406779661,0.76247892074199,0.5691400488061447,0.7702658554963866,0.9849624060150376,0.43792067307692306,0.39295366795366793,43.10262789999979
174,-87.23554134368896,1.7429158836603165,0.7442664418212479,0.20672049023215322,0.5533898305084746,0.7775716694772344,0.5887271506833447,0.7894413612276717,0.9845864661654136,0.42125984251968507,0.37088509692077154,41.7361748000003
175,-87.25780010223389,1.72073595225811,0.7426644182124789,0.20210734023759747,0.5381355932203389,0.7788364249578414,0.5906309313436744,0.7894961071376363,0.9846334586466166,0.42234920634920636,0.36822303685124447,43.71464610000021
176,-87.24159717559814,1.7371776700019836,0.7481450252951096,0.21308798199295692,0.5686440677966101,0.7788364249578414,0.5908579231445334,0.7880845758519555,0.9844454887218045,0.41639413759689925,0.3714733542319749,43.695816999999806
177,-87.27724075317383,1.7014273256063461,0.7441821247892074,0.2070201557672729,0.5550847457627118,0.7829679595278246,0.595772217428818,0.7982325986904855,0.9843984962406015,0.4119943676395289,0.35763202314926457,43.69086569999945
178,-87.26722240447998,1.711605116724968,0.7435075885328837,0.20704845814977973,0.5576271186440678,0.7812816188870152,0.593210174958207,0.7978323446221622,0.9847744360902255,0.42866141732283464,0.3755498622323198,42.7312436000002
179,-87.20685958862305,1.7718031257390976,0.7430860033726813,0.20800507985707523,0.5635593220338984,0.7704047217537943,0.5791836303314922,0.7805164460489371,0.9843984962406015,0.4133858267716536,0.36535947712418304,43.269709900000635
180,-87.20012187957764,1.7786209285259247,0.7430860033726814,0.20911399642792494,0.5686440677966101,0.771079258010118,0.579842996506283,0.7836901488714305,0.9846334586466166,0.4245676803816339,0.3835978835978836,42.72975039999983
181,-87.2860860824585,1.6927532106637955,0.7459527824620573,0.21224255300356143,0.5728813559322034,0.7846543001686341,0.5977559040733103,0.801859159893625,0.9847274436090225,0.4279009205426356,0.38169934640522873,43.25174220000008
182,-87.2610092163086,1.7179015278816223,0.7510961214165262,0.21838969898800478,0.5822033898305085,0.7801011804384486,0.5923314303839396,0.7907042654104376,0.9846804511278195,0.42578125,0.3785641916341005,43.878766000000724
183,-87.2316837310791,1.747179925441742,0.7535413153456998,0.2198817140306502,0.5796610169491525,0.7747048903878584,0.5861889634755488,0.7760841421031921,0.9849154135338346,0.43497687789026374,0.3827160493827161,42.56146750000062
184,-87.257399559021,1.7214556783437729,0.7519392917369309,0.21689631245043617,0.5720338983050848,0.7769814502529511,0.589600028482791,0.7763770619008286,0.9848214285714285,0.42970967741935484,0.37164769438549106,43.1622625
185,-87.26606845855713,1.7128490656614304,0.7507588532883642,0.2155646625452659,0.5703389830508474,0.7826306913996628,0.5964852666681528,0.7897880945570961,0.9851503759398497,0.44295346377578,0.3782747141409755,42.28325989999939
186,-87.28915691375732,1.689794808626175,0.7565767284991569,0.22441182628075362,0.5889830508474576,0.783389544688027,0.5977395958638296,0.7888611515305237,0.9852443609022556,0.44799999999999995,0.38835045551463465,42.05132809999941
187,-87.33535289764404,1.6436003893613815,0.7557335581787521,0.22026742373730723,0.5728813559322035,0.7935075885328836,0.6113733365738432,0.8040445946638541,0.9851503759398497,0.44403252032520324,0.3803921568627451,43.26966919999904
188,-87.2395372390747,1.7394749075174332,0.7535413153456998,0.2154720630042652,0.5593220338983051,0.7706576728499157,0.5819233294216686,0.7608527572104461,0.9850093984962406,0.43722134801993184,0.3763326226012793,42.96541239999897
189,-87.26374626159668,1.715245321393013,0.754300168634064,0.21666831845583912,0.561864406779661,0.7811973018549747,0.5958045527696738,0.7786378623444163,0.9847744360902255,0.4262295081967213,0.3611111111111111,42.39292780000142
190,-87.34496116638184,1.6339001804590225,0.757504215851602,0.22305933939914424,0.5788135593220339,0.7944350758853289,0.6133244798583444,0.8006082842911693,0.9846804511278195,0.4214876033057851,0.3542802025560646,42.86883660000058
191,-87.26513862609863,1.713893637061119,0.756070826306914,0.2200105156516498,0.5703389830508474,0.777318718381113,0.590806801916454,0.7717731637074755,0.9847744360902255,0.42489061740398637,0.35432880553004303,43.051673399999345
192,-87.32245922088623,1.6565290838479996,0.756408094435076,0.22337034894444724,0.5847457627118644,0.7893760539629004,0.6063974415677202,0.796066912645938,0.9847274436090225,0.4245375836284927,0.36399613899613903,41.47659070000009
193,-87.28488445281982,1.6941261291503906,0.7540472175379427,0.2190178383031172,0.573728813559322,0.7840640809443508,0.5990006566368604,0.7904889257513308,0.9843984962406015,0.41472868217054265,0.3720969533098354,44.38278490000084
194,-87.2923994064331,1.6866099834442139,0.7565767284991568,0.22369625710235014,0.5855932203389831,0.7822934232715009,0.596700610399828,0.7843800748947627,0.9850563909774437,0.4423076923076923,0.39924812030075185,41.746248399998876
195,-87.2850751876831,1.6938914358615875,0.7571669477234402,0.22509702457956016,0.5898305084745763,0.7811973018549747,0.5953646935259187,0.7813935246995994,0.9845864661654136,0.4225220893189878,0.3789855072463768,42.087166700001035
196,-87.31753826141357,1.6615042835474014,0.7489881956155143,0.20913282972676128,0.547457627118644,0.7862563237774031,0.6020785177736343,0.7897023169002614,0.9851503759398497,0.4465034965034965,0.4061972510248372,41.718430900000385
197,-87.29652881622314,1.682412251830101,0.7526138279932546,0.21746134020618557,0.5720338983050848,0.7846543001686341,0.6016467877201505,0.7751861147485329,0.9849154135338346,0.4349143857017873,0.38153133593863076,42.610041300000375
198,-87.31543064117432,1.6637121140956879,0.7556492411467116,0.22308188265635076,0.5864406779661017,0.788026981450253,0.6060402684563759,0.7840357668887652,0.9847274436090225,0.4267279090113736,0.37429193899782137,43.67104810000092
199,-87.3015546798706,1.6774974018335342,0.7580101180438449,0.22725293063215468,0.5966101694915253,0.7865935919055649,0.6042736328889156,0.7795159834774308,0.9848214285714285,0.4314714566929134,0.38281853281853284,43.76979229999961
